993153	0	7278030	1
993153	0	2100087	1
993153	0	156463	1
440362	0	4488741	1
440362	0	294213	1
440362	0	7526858	1
440362	0	294214	1
440362	0	3061211	1
440362	0	6136881	1
440362	0	7526863	1
440362	0	7003817	1
440362	0	6991829	1
440362	0	294217	1
440362	0	918977	1
440362	0	294212	1
440362	0	294218	1
440362	0	1082378	1
440362	0	6479246	1
440362	0	8305931	1
92542	0	4432676	1
92542	0	5303227	1
92542	0	6881855	1
92542	0	7072003	1
92542	0	2606452	1
92542	0	6881854	1
92542	0	838771	1
1003875	0	8452418	1
1003875	0	7825371	1
1003875	0	7147854	1
1003875	0	6036776	1
1003875	0	7825370	1
1003875	0	7825374	1
1003875	0	2183064	1
1003875	0	2552630	1
426442	0	5405460	1
426442	0	7434231	1
426442	0	5405463	1
426442	0	5405459	1
426442	0	7434235	1
785721	0	5243299	1
785721	0	5533880	1
785721	0	7923064	1
785721	0	7512598	1
785721	0	5243300	1
785721	0	5243297	1
741392	0	961850	1
741392	0	1770910	1
741392	0	9178	1
741392	0	300460	1
741392	0	6815013	1
741392	0	679968	1
741392	0	8037819	1
741392	0	1656444	1
741392	0	1394736	1
741392	0	679972	1
741392	0	5324342	1
741392	0	7244529	1
741392	0	5718088	1
1056446	0	7174386	1
1056446	0	7174391	1
1056446	0	7174389	1
1056446	0	7174390	1
30860	0	7402572	1
30860	0	8020298	1
30860	0	7402569	1
30860	0	7402571	1
1040461	0	7864222	1
1040461	0	7864215	1
1040461	0	7864217	1
1040461	0	7864221	1
1040461	0	7864220	1
1040461	0	7864223	1
1040461	0	7864218	1
758519	0	1856953	1
758519	0	6790587	1
758519	0	5314456	1
758519	0	7595985	1
758519	0	4883865	1
758519	0	1856948	1
758519	0	7595984	1
758519	0	4883862	1
758519	0	646058	1
758519	0	7595979	1
758519	0	5968682	1
758519	0	5314457	1
758519	0	2194281	1
242107	0	5729778	1
242107	0	6971905	1
242107	0	6591469	1
242107	0	5305583	1
242107	0	3968773	1
242107	0	1737755	1
242107	0	5539743	1
242107	0	1615222	1
242107	0	48374	1
242107	0	6538890	1
242107	0	92150	1
242107	0	6979331	1
242107	0	4516724	1
242107	0	1846880	1
242107	0	1100161	1
242107	0	5729779	1
904389	0	1312933	1
904389	0	7952315	1
904389	0	7952317	1
904389	0	7925956	1
1049791	0	7185645	1
1049791	0	7185650	1
1049791	0	7185644	1
1049791	0	7185642	1
1086248	0	5934969	1
1086248	0	5874830	1
1086248	0	2035968	1
1086248	0	2035965	1
1086248	0	3733172	1
1086248	0	154620	1
1086248	0	150018	1
1086248	0	725448	1
1086248	0	5934971	1
