0oxfS16HpzdM82spfJNZMl55cAG2	true	true	7	6	['1084469', '426442', '75266', '839488', '9083', '968608']
97hAgDM9rONyUfTqHAHXekrYMoX2	true	true	9	12	['1003875', '1045826', '1100070', '1101714', '212195', '242107', '257885', '427323', '440362', '54819', '786937', '933236']
AdqXiUfSnyZTKzaEEUtz4JrITjD2	true	true	9	7	['1097449', '414155', '785721', '831784', '838453', '866251', '993153']
bJ8IzR4NOPRXuDFEBVpiTZzdxUG2	true	true	8	6	['1097449', '414155', '831784', '838453', '866251', '993153']
BU7yC23LVHauMvLaoeA1DD2FkPa2	true	false	9	4	['1006199', '20597', '321951', '409143']
CSy5HjxiGvOFJI2GrRW5tWjIhPU2	true	true	8	3	['1097449', '335710', '993153']
ddKuoMa4soOD6o7GWjLGUid3Y9g1	true	false	9	6	['1085457', '299732', '311540', '564668', '749752', '758519']
dMZgBDMQqOYNobX8B9LD7junCJ62	true	true	7	6	['1049791', '1086248', '1096257', '202306', '30860', '993987']
dvC6BRe4UYdwD6FLjOhxbyC5C1m1	true	true	9	6	['1003875', '212195', '242107', '427323', '440362', '54819']
Edf7tjdNpAYDtdJnkKkgrR11BDZ2	true	false	5	6	['202306', '208494', '30860', '785721', '904389', '993987']
Gas0VT1jJTYLyJI2RgcOJqsO1I62	true	false	8	6	['1040461', '1046648', '1056446', '1065558', '1091688', '503390']
I8e44PKb7UZuMt0mcDjvDRZApI52	true	true	8	5	['1068726', '1084469', '641156', '968608', '978057']
IEem2CuVB8U5paYaSJPyxZML0lJ2	true	false	5	10	['1077356', '1083852', '1088541', '117113', '178468', '455456', '608323', '687375', '689885', '785176']
IFYqTNplX3NAC0bqca41rpGT2552	true	false	9	12	['1077356', '117113', '178468', '208494', '335710', '540906', '608323', '687375', '689885', '785721', '825147', '904389']
jIAS83dqkiWODrjmPAvj8CIfsYP2	true	true	9	6	['1097449', '414155', '831784', '838453', '866251', '993153']
lDum9CFyjtMqTNzNgNUODVYtndD3	true	false	8	6	['1034595', '117113', '178468', '208822', '341317', '687375']
nCY1I5KSYbVbdFDCtmOrPLmjKXA2	true	true	7	12	['1003875', '1007473', '1034595', '208822', '212195', '231877', '242107', '341317', '427323', '440362', '54819', '846082']
No5miow2pzY18isHt55VeJXnh3p2	true	false	7	1	['1007473']
ODGSUxtihnVT8KfqoRns6jUyWwc2	true	true	7	8	['1039495', '1085796', '1089051', '1095876', '1096932', '407274', '489257', '92542']
pjYxJOXRAsbXajqHNAOwdx1JGBo1	true	true	8	6	['1064195', '1091108', '198807', '426442', '75266', '9083']
RIH7GordAScQ8PxzXHptOYhe5La2	true	true	5	12	['1007473', '1045227', '1046648', '1065558', '1083663', '149161', '231877', '503390', '741392', '837681', '846082', '897476']
RluYgCIXgQOVd4sfaMHiuYkOcAI3	true	true	9	5	['1077356', '171370', '608323', '689885', '958311']
sKnTxOtVTNevCvcPRBjoplvhWQd2	true	true	8	12	['1034595', '1036656', '1045203', '1048282', '1051530', '1087858', '1093866', '1100687', '137508', '208822', '341317', '931726']
stmaxqNmmMPHcRWGv2BsI6tp0rH3	true	true	8	15	['1006199', '1040461', '1049791', '1056446', '1085279', '1086248', '1091688', '1096257', '1097449', '321951', '409143', '757644', '838453', '971653', '993153']
TsDPEqhEDxMDDbq6lZtImb0KQsm1	true	false	9	2	['837681', '897476']
U2BkYkDVLZVMK4STfFFWZVvyn5t2	true	true	8	6	['1095876', '489257', '92542', '973362', '986210', '987978']
UERiXL123ecqHNMslGtK1aNzk2H3	true	true	8	6	['1040038', '1049791', '1086248', '1096257', '566174', '881695']
UREdJ6PMp1ambtR003yUY9YzMin1	true	false	7	6	['208494', '335710', '540906', '785721', '825147', '904389']
v1PE6B964Jd7CdtcUM26gX1giwe2	true	false	6	6	['1085457', '1095278', '463230', '564668', '758519', '991590']
VuW5Bs9hZ5QYshUJICGGdMRJE803	true	true	5	6	['1006199', '1040461', '1056446', '1091688', '321951', '409143']
wJEeouJBg2cDvZjvrHQGiJX8vNf2	true	true	8	9	['1084469', '299732', '311540', '335710', '540906', '749752', '758519', '825147', '839488']
xkVAJ8mrGPUrhBPQC38nFa6Q3Za2	true	true	9	6	['1097449', '414155', '831784', '838453', '866251', '993153']
XqZsRA3c3QQdWbsJ27oEs8plMYl2	true	true	8	6	['1097449', '414155', '831784', '838453', '866251', '993153']
Y66GSjYrILSPtH6sTPPGGg2UVvk2	true	true	9	20	['1026799', '1090054', '1094731', '1095876', '335710', '426442', '489257', '540906', '637459', '736125', '75266', '825147', '891565', '9083', '92542', '973362', '986210', '987978', '988142', '998591']
YosTdgBlOfQlD4m0UCGOFU0TqxC3	true	false	7	6	['1083663', '1085584', '149161', '38946', '741392', '988306']
zRflRFYVpLWYIFno2HZgLnOKIHJ3	true	true	8	6	['1000678', '202306', '30860', '405238', '669427', '993987']
Zsx92rJo3vNY5Au4v3ojF1PMzJq1	true	true	9	6	['1083663', '149161', '335710', '540906', '741392', '825147']
